Ensembl	sample_pair	ensembl_id	Gene_name	log2FC	p_value	description	DEG	Gene_type	
ENSG00000169282	F7/D6	F7/D6_ENSG00000169282	KCNAB1	-0.390124427	0.013527786	potassium voltage-gated channel subfamily A regulatory beta subunit 1	NonDE	protein_coding	
ENSG00000169288	F7/D6	F7/D6_ENSG00000169288	MRPL1	-0.14939145	0.047259834	mitochondrial ribosomal protein L1	NonDE	protein_coding	
ENSG00000169291	F7/D6	F7/D6_ENSG00000169291	SHE	1.557190821	8.83E-06	Src homology 2 domain containing E	Upregulate	protein_coding	
ENSG00000169299	F7/D6	F7/D6_ENSG00000169299	PGM2	0.239628797	0.007339217	phosphoglucomutase 2	NonDE	protein_coding	
ENSG00000169314	F7/D6	F7/D6_ENSG00000169314	C22orf15	0.195581432	0.252418254	chromosome 22 open reading frame 15	NonDE	protein_coding	
ENSG00000169359	F7/D6	F7/D6_ENSG00000169359	SLC33A1	-0.105151206	0.33199755	solute carrier family 33 member 1	NonDE	protein_coding	
ENSG00000169398	F7/D6	F7/D6_ENSG00000169398	PTK2	-0.575055154	5.92E-06	protein tyrosine kinase 2	NonDE	protein_coding	
ENSG00000169403	F7/D6	F7/D6_ENSG00000169403	PTAFR	-0.713702935	5.29E-07	platelet activating factor receptor	NonDE	protein_coding	
ENSG00000169413	F7/D6	F7/D6_ENSG00000169413	RNASE6	-0.199279839	0.207932979	ribonuclease A family member k6	NonDE	protein_coding	
ENSG00000169418	F7/D6	F7/D6_ENSG00000169418	NPR1	-0.369055814	0.006862118	natriuretic peptide receptor 1	NonDE	protein_coding	
ENSG00000169429	F7/D6	F7/D6_ENSG00000169429	CXCL8	1.161134323	0.000296537	C-X-C motif chemokine ligand 8	Upregulate	protein_coding	
ENSG00000169435	F7/D6	F7/D6_ENSG00000169435	RASSF6	-0.192035399	0.025918533	Ras association domain family member 6	NonDE	protein_coding	
ENSG00000169442	F7/D6	F7/D6_ENSG00000169442	CD52	-0.131709682	0.140678201	CD52 molecule	NonDE	protein_coding	
ENSG00000169446	F7/D6	F7/D6_ENSG00000169446	MMGT1	-0.092471006	0.057146765	membrane magnesium transporter 1	NonDE	protein_coding	
ENSG00000169499	F7/D6	F7/D6_ENSG00000169499	PLEKHA2	-0.070198685	0.172405853	pleckstrin homology domain containing A2	NonDE	protein_coding	
ENSG00000169504	F7/D6	F7/D6_ENSG00000169504	CLIC4	-0.070196187	0.132134035	chloride intracellular channel 4	NonDE	protein_coding	
ENSG00000169508	F7/D6	F7/D6_ENSG00000169508	GPR183	2.218970238	1.90E-09	G protein-coupled receptor 183	Upregulate	protein_coding	
ENSG00000169550	F7/D6	F7/D6_ENSG00000169550	MUC15	-2.644216783	0.000104567	mucin 15, cell surface associated	Downregulate	protein_coding	
ENSG00000169554	F7/D6	F7/D6_ENSG00000169554	ZEB2	-0.316502518	0.027263166	zinc finger E-box binding homeobox 2	NonDE	protein_coding	
ENSG00000169564	F7/D6	F7/D6_ENSG00000169564	PCBP1	-0.120504482	0.012433963	poly(rC) binding protein 1	NonDE	protein_coding	
ENSG00000169567	F7/D6	F7/D6_ENSG00000169567	HINT1	0.122589609	0.093177464	histidine triad nucleotide binding protein 1	NonDE	protein_coding	
ENSG00000169570	F7/D6	F7/D6_ENSG00000169570	DTWD2	0.248112433	0.163344682	DTW domain containing 2	NonDE	protein_coding	
ENSG00000169592	F7/D6	F7/D6_ENSG00000169592	INO80E	-0.104998805	0.089983792	INO80 complex subunit E	NonDE	protein_coding	
ENSG00000169607	F7/D6	F7/D6_ENSG00000169607	CKAP2L	-0.36807625	0.032457963	cytoskeleton associated protein 2 like	NonDE	protein_coding	
ENSG00000169612	F7/D6	F7/D6_ENSG00000169612	RAMAC	-0.11661174	0.034901272	RNA guanine-7 methyltransferase activating subunit	NonDE	protein_coding	
ENSG00000169629	F7/D6	F7/D6_ENSG00000169629	RGPD8	0.512822412	1.34E-05	RANBP2 like and GRIP domain containing 8	NonDE	protein_coding	
ENSG00000169641	F7/D6	F7/D6_ENSG00000169641	LUZP1	-0.15786147	0.103531124	leucine zipper protein 1	NonDE	protein_coding	
ENSG00000169660	F7/D6	F7/D6_ENSG00000169660	HEXD	-0.359185178	0.002670214	hexosaminidase D	NonDE	protein_coding	
ENSG00000169684	F7/D6	F7/D6_ENSG00000169684	CHRNA5	-0.584762735	0.002479934	cholinergic receptor nicotinic alpha 5 subunit	NonDE	protein_coding	
ENSG00000169692	F7/D6	F7/D6_ENSG00000169692	AGPAT2	-0.124479408	0.09345393	1-acylglycerol-3-phosphate O-acyltransferase 2	NonDE	protein_coding	
ENSG00000169710	F7/D6	F7/D6_ENSG00000169710	FASN	0.255887849	0.000631173	fatty acid synthase	NonDE	protein_coding	
ENSG00000169715	F7/D6	F7/D6_ENSG00000169715	MT1E	-1.033932308	0.000254456	metallothionein 1E	Downregulate	protein_coding	
ENSG00000169750	F7/D6	F7/D6_ENSG00000169750	RAC3	0.416471536	0.089284886	Rac family small GTPase 3	NonDE	protein_coding	
ENSG00000169758	F7/D6	F7/D6_ENSG00000169758	TMEM266	0.315312071	0.056729358	transmembrane protein 266	NonDE	protein_coding	
ENSG00000169762	F7/D6	F7/D6_ENSG00000169762	TAPT1	-0.096161615	0.183004146	transmembrane anterior posterior transformation 1	NonDE	protein_coding	
ENSG00000169764	F7/D6	F7/D6_ENSG00000169764	UGP2	0.10914715	0.117504735	UDP-glucose pyrophosphorylase 2	NonDE	protein_coding	
ENSG00000169813	F7/D6	F7/D6_ENSG00000169813	HNRNPF	-0.277730368	3.38E-05	heterogeneous nuclear ribonucleoprotein F	NonDE	protein_coding	
ENSG00000169826	F7/D6	F7/D6_ENSG00000169826	CSGALNACT2	-0.161243171	0.012475915	chondroitin sulfate N-acetylgalactosaminyltransferase 2	NonDE	protein_coding	
ENSG00000169855	F7/D6	F7/D6_ENSG00000169855	ROBO1	-1.594723403	9.10E-08	roundabout guidance receptor 1	Downregulate	protein_coding	
ENSG00000169857	F7/D6	F7/D6_ENSG00000169857	AVEN	-0.24886959	0.016843052	apoptosis and caspase activation inhibitor	NonDE	protein_coding	
ENSG00000169860	F7/D6	F7/D6_ENSG00000169860	P2RY1	1.147098948	0.00026207	purinergic receptor P2Y1	Upregulate	protein_coding	
ENSG00000169884	F7/D6	F7/D6_ENSG00000169884	WNT10B	-1.645628809	0.00297189	Wnt family member 10B	Downregulate	protein_coding	
ENSG00000169885	F7/D6	F7/D6_ENSG00000169885	CALML6	0.52289123	0.147979147	calmodulin like 6	NonDE	protein_coding	
ENSG00000169895	F7/D6	F7/D6_ENSG00000169895	SYAP1	-0.48308647	9.97E-06	synapse associated protein 1	NonDE	protein_coding	
ENSG00000169896	F7/D6	F7/D6_ENSG00000169896	ITGAM	-0.661165478	0.001722863	integrin subunit alpha M	NonDE	protein_coding	
ENSG00000169902	F7/D6	F7/D6_ENSG00000169902	TPST1	0.209543073	0.078590121	tyrosylprotein sulfotransferase 1	NonDE	protein_coding	
ENSG00000169914	F7/D6	F7/D6_ENSG00000169914	OTUD3	0.218951218	0.012647388	OTU deubiquitinase 3	NonDE	protein_coding	
ENSG00000169918	F7/D6	F7/D6_ENSG00000169918	OTUD7A	-0.697303551	0.000297845	OTU deubiquitinase 7A	NonDE	protein_coding	
ENSG00000169925	F7/D6	F7/D6_ENSG00000169925	BRD3	-0.103721096	0.095348108	bromodomain containing 3	NonDE	protein_coding	
ENSG00000169926	F7/D6	F7/D6_ENSG00000169926	KLF13	-0.191877089	0.000360086	Kruppel like factor 13	NonDE	protein_coding	
ENSG00000169962	F7/D6	F7/D6_ENSG00000169962	TAS1R3	-0.232810126	0.298989358	taste 1 receptor member 3	NonDE	protein_coding	
ENSG00000169964	F7/D6	F7/D6_ENSG00000169964	TMEM42	0.150637446	0.083167905	transmembrane protein 42	NonDE	protein_coding	
ENSG00000169967	F7/D6	F7/D6_ENSG00000169967	MAP3K2	-0.062379946	0.378995533	mitogen-activated protein kinase kinase kinase 2	NonDE	protein_coding	
ENSG00000169989	F7/D6	F7/D6_ENSG00000169989	TIGD4	0.279064607	0.153859099	tigger transposable element derived 4	NonDE	protein_coding	
ENSG00000169991	F7/D6	F7/D6_ENSG00000169991	IFFO2	0.070222042	0.200852838	intermediate filament family orphan 2	NonDE	protein_coding	
ENSG00000169992	F7/D6	F7/D6_ENSG00000169992	NLGN2	1.566997366	0.000467949	neuroligin 2	Upregulate	protein_coding	
ENSG00000169994	F7/D6	F7/D6_ENSG00000169994	MYO7B	-0.755703686	0.001271544	myosin VIIB	NonDE	protein_coding	
ENSG00000170006	F7/D6	F7/D6_ENSG00000170006	TMEM154	-0.711134258	1.59E-07	transmembrane protein 154	NonDE	protein_coding	
ENSG00000170027	F7/D6	F7/D6_ENSG00000170027	YWHAG	-0.175657244	0.000618718	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma	NonDE	protein_coding	
ENSG00000170035	F7/D6	F7/D6_ENSG00000170035	UBE2E3	-0.224715023	0.080226146	ubiquitin conjugating enzyme E2 E3	NonDE	protein_coding	
ENSG00000170074	F7/D6	F7/D6_ENSG00000170074	FAM153A	2.50320454	2.16E-06	family with sequence similarity 153 member A	Upregulate	protein_coding	
ENSG00000170085	F7/D6	F7/D6_ENSG00000170085	SIMC1	0.234523309	0.132916847	SUMO interacting motifs containing 1	NonDE	protein_coding	
ENSG00000170088	F7/D6	F7/D6_ENSG00000170088	TMEM192	-0.114124038	0.042542938	transmembrane protein 192	NonDE	protein_coding	
ENSG00000170100	F7/D6	F7/D6_ENSG00000170100	ZNF778	0.196300456	0.062683945	zinc finger protein 778	NonDE	protein_coding	
ENSG00000170113	F7/D6	F7/D6_ENSG00000170113	NIPA1	-0.060487273	0.081414418	NIPA magnesium transporter 1	NonDE	protein_coding	
ENSG00000170122	F7/D6	F7/D6_ENSG00000170122	FOXD4	-0.809364812	0.01130793	forkhead box D4	Downregulate	protein_coding	
ENSG00000170128	F7/D6	F7/D6_ENSG00000170128	GPR25	-1.700910382	0.012264284	G protein-coupled receptor 25	Downregulate	protein_coding	
ENSG00000170142	F7/D6	F7/D6_ENSG00000170142	UBE2E1	-0.131102506	0.030141087	ubiquitin conjugating enzyme E2 E1	NonDE	protein_coding	
ENSG00000170145	F7/D6	F7/D6_ENSG00000170145	SIK2	0.287877913	0.000314717	salt inducible kinase 2	NonDE	protein_coding	
ENSG00000170160	F7/D6	F7/D6_ENSG00000170160	CCDC144A	1.77238012	0.018983078	coiled-coil domain containing 144A	Upregulate	protein_coding	
ENSG00000170161	F7/D6	F7/D6_ENSG00000170161		0.492453273	0.00175304	novel transcript	NonDE	lncRNA	
ENSG00000170185	F7/D6	F7/D6_ENSG00000170185	USP38	-0.156381132	0.005215503	ubiquitin specific peptidase 38	NonDE	protein_coding	
ENSG00000170190	F7/D6	F7/D6_ENSG00000170190	SLC16A5	0.534968576	0.002307546	solute carrier family 16 member 5	NonDE	protein_coding	
ENSG00000170191	F7/D6	F7/D6_ENSG00000170191	NANP	0.215020888	0.087744118	N-acetylneuraminic acid phosphatase	NonDE	protein_coding	
ENSG00000170222	F7/D6	F7/D6_ENSG00000170222	ADPRM	0.169743435	0.028764128	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	NonDE	protein_coding	
ENSG00000170234	F7/D6	F7/D6_ENSG00000170234	PWWP2A	-0.110113769	0.110222988	PWWP domain containing 2A	NonDE	protein_coding	
ENSG00000170242	F7/D6	F7/D6_ENSG00000170242	USP47	-0.097251476	0.037536043	ubiquitin specific peptidase 47	NonDE	protein_coding	
ENSG00000170260	F7/D6	F7/D6_ENSG00000170260	ZNF212	-0.136942666	0.054451253	zinc finger protein 212	NonDE	protein_coding	
ENSG00000170264	F7/D6	F7/D6_ENSG00000170264	FAM161A	0.139046543	0.306208372	FAM161 centrosomal protein A	NonDE	protein_coding	
ENSG00000170266	F7/D6	F7/D6_ENSG00000170266	GLB1	-0.208918412	0.018547231	galactosidase beta 1	NonDE	protein_coding	
ENSG00000170270	F7/D6	F7/D6_ENSG00000170270	GON7	-0.159843691	0.14068334	GON7 subunit of KEOPS complex	NonDE	protein_coding	
ENSG00000170296	F7/D6	F7/D6_ENSG00000170296	GABARAP	-0.084368768	0.183354035	GABA type A receptor-associated protein	NonDE	protein_coding	
ENSG00000170315	F7/D6	F7/D6_ENSG00000170315	UBB	-0.132679512	0.004146073	ubiquitin B	NonDE	protein_coding	
ENSG00000170322	F7/D6	F7/D6_ENSG00000170322	NFRKB	0.106307039	0.071375605	nuclear factor related to kappaB binding protein	NonDE	protein_coding	
ENSG00000170324	F7/D6	F7/D6_ENSG00000170324	FRMPD2	0.868804544	1.22E-05	FERM and PDZ domain containing 2	NonDE	protein_coding	
ENSG00000170340	F7/D6	F7/D6_ENSG00000170340	B3GNT2	0.057525754	0.131455365	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	NonDE	protein_coding	
ENSG00000170345	F7/D6	F7/D6_ENSG00000170345	FOS	-0.282262704	0.040740075	Fos proto-oncogene, AP-1 transcription factor subunit	NonDE	protein_coding	
ENSG00000170356	F7/D6	F7/D6_ENSG00000170356	OR2A20P	0.829768726	0.000350853	olfactory receptor family 2 subfamily A member 20 pseudogene	NonDE	transcribed_unprocessed_pseudogene	
ENSG00000170365	F7/D6	F7/D6_ENSG00000170365	SMAD1	-0.210026696	0.01465769	SMAD family member 1	NonDE	protein_coding	
ENSG00000170382	F7/D6	F7/D6_ENSG00000170382	LRRN2	-0.266627625	0.18244898	leucine rich repeat neuronal 2	NonDE	protein_coding	
ENSG00000170385	F7/D6	F7/D6_ENSG00000170385	SLC30A1	-0.199183306	0.008813947	solute carrier family 30 member 1	NonDE	protein_coding	
ENSG00000170390	F7/D6	F7/D6_ENSG00000170390	DCLK2	-0.578660669	0.11256245	doublecortin like kinase 2	NonDE	protein_coding	
ENSG00000170396	F7/D6	F7/D6_ENSG00000170396	ZNF804A	2.410510011	1.27E-07	zinc finger protein 804A	Upregulate	protein_coding	
ENSG00000170412	F7/D6	F7/D6_ENSG00000170412	GPRC5C	0.26049226	0.275430877	G protein-coupled receptor class C group 5 member C	NonDE	protein_coding	
ENSG00000170425	F7/D6	F7/D6_ENSG00000170425	ADORA2B	-0.702938466	0.000371123	adenosine A2b receptor	NonDE	protein_coding	
ENSG00000170430	F7/D6	F7/D6_ENSG00000170430	MGMT	0.25133632	0.013506819	O-6-methylguanine-DNA methyltransferase	NonDE	protein_coding	
ENSG00000170442	F7/D6	F7/D6_ENSG00000170442	KRT86	1.61262427	0.00010563	keratin 86	Upregulate	protein_coding	
ENSG00000170448	F7/D6	F7/D6_ENSG00000170448	NFXL1	0.219772351	0.007203907	nuclear transcription factor, X-box binding like 1	NonDE	protein_coding	
ENSG00000170464	F7/D6	F7/D6_ENSG00000170464	DNAJC18	0.499778502	0.000287957	DnaJ heat shock protein family (Hsp40) member C18	NonDE	protein_coding	
ENSG00000170468	F7/D6	F7/D6_ENSG00000170468	RIOX1	0.133080594	0.062565125	ribosomal oxygenase 1	NonDE	protein_coding	
ENSG00000170473	F7/D6	F7/D6_ENSG00000170473	PYM1	-0.201340892	0.101212476	PYM homolog 1, exon junction complex associated factor	NonDE	protein_coding	
ENSG00000170476	F7/D6	F7/D6_ENSG00000170476	MZB1	-0.171451242	0.038302603	marginal zone B and B1 cell specific protein	NonDE	protein_coding	
ENSG00000170502	F7/D6	F7/D6_ENSG00000170502	NUDT9	-0.189583614	0.125294544	nudix hydrolase 9	NonDE	protein_coding	
ENSG00000170515	F7/D6	F7/D6_ENSG00000170515	PA2G4	0.050823002	0.179210496	proliferation-associated 2G4	NonDE	protein_coding	
ENSG00000170525	F7/D6	F7/D6_ENSG00000170525	PFKFB3	0.16247602	0.09375795	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	NonDE	protein_coding	
ENSG00000170540	F7/D6	F7/D6_ENSG00000170540	ARL6IP1	-0.123347203	0.074981185	ADP ribosylation factor like GTPase 6 interacting protein 1	NonDE	protein_coding	
ENSG00000170542	F7/D6	F7/D6_ENSG00000170542	SERPINB9	-0.775462819	3.64E-08	serpin family B member 9	NonDE	protein_coding	
ENSG00000170545	F7/D6	F7/D6_ENSG00000170545	SMAGP	-0.66113711	0.058124638	small cell adhesion glycoprotein	NonDE	protein_coding	
ENSG00000170558	F7/D6	F7/D6_ENSG00000170558	CDH2	0.860500352	0.05699847	cadherin 2	NonDE	protein_coding	
ENSG00000170571	F7/D6	F7/D6_ENSG00000170571	EMB	-0.215070097	0.010206413	embigin	NonDE	protein_coding	
ENSG00000170579	F7/D6	F7/D6_ENSG00000170579	DLGAP1	-1.962420409	5.28E-06	DLG associated protein 1	Downregulate	protein_coding	
ENSG00000170581	F7/D6	F7/D6_ENSG00000170581	STAT2	-0.227134815	0.042085556	signal transducer and activator of transcription 2	NonDE	protein_coding	
ENSG00000170606	F7/D6	F7/D6_ENSG00000170606	HSPA4	-0.053546505	0.080290746	heat shock protein family A (Hsp70) member 4	NonDE	protein_coding	
ENSG00000170608	F7/D6	F7/D6_ENSG00000170608	FOXA3	-1.394609935	0.000185082	forkhead box A3	Downregulate	protein_coding	
ENSG00000170624	F7/D6	F7/D6_ENSG00000170624	SGCD	-0.264590718	0.067219954	sarcoglycan delta	NonDE	protein_coding	
ENSG00000170627	F7/D6	F7/D6_ENSG00000170627	GTSF1	-3.021048533	2.63E-05	gametocyte specific factor 1	Downregulate	protein_coding	
ENSG00000170629	F7/D6	F7/D6_ENSG00000170629	DPY19L2P2	0.308043456	0.004770676	DPY19L2 pseudogene 2	NonDE	transcribed_unprocessed_pseudogene	
ENSG00000170631	F7/D6	F7/D6_ENSG00000170631	ZNF16	-0.243171347	0.010236567	zinc finger protein 16	NonDE	protein_coding	
ENSG00000170633	F7/D6	F7/D6_ENSG00000170633	RNF34	-0.171636778	0.294526409	ring finger protein 34	NonDE	protein_coding	
ENSG00000170667	F7/D6	F7/D6_ENSG00000170667	RASA4B	0.549506026	0.024885418	RAS p21 protein activator 4B	NonDE	protein_coding	
ENSG00000170684	F7/D6	F7/D6_ENSG00000170684	ZNF296	-0.142408648	0.110791029	zinc finger protein 296	NonDE	protein_coding	
ENSG00000170689	F7/D6	F7/D6_ENSG00000170689	HOXB9	-1.803548924	2.37E-07	homeobox B9	Downregulate	protein_coding	
ENSG00000170734	F7/D6	F7/D6_ENSG00000170734	POLH	-0.183034476	0.011616197	DNA polymerase eta	NonDE	protein_coding	
ENSG00000170779	F7/D6	F7/D6_ENSG00000170779	CDCA4	-0.47758363	0.000360474	cell division cycle associated 4	NonDE	protein_coding	
ENSG00000170802	F7/D6	F7/D6_ENSG00000170802	FOXN2	-0.171878544	0.02877289	forkhead box N2	NonDE	protein_coding	
ENSG00000170819	F7/D6	F7/D6_ENSG00000170819	BFSP2	-0.796375387	0.001163808	beaded filament structural protein 2	NonDE	protein_coding	
ENSG00000170832	F7/D6	F7/D6_ENSG00000170832	USP32	0.101874477	0.060595855	ubiquitin specific peptidase 32	NonDE	protein_coding	
ENSG00000170836	F7/D6	F7/D6_ENSG00000170836	PPM1D	-0.168307636	0.064050853	protein phosphatase, Mg2+/Mn2+ dependent 1D	NonDE	protein_coding	
ENSG00000170852	F7/D6	F7/D6_ENSG00000170852	KBTBD2	-0.196453396	0.006242229	kelch repeat and BTB domain containing 2	NonDE	protein_coding	
ENSG00000170855	F7/D6	F7/D6_ENSG00000170855	TRIAP1	-0.199720251	0.007106836	TP53 regulated inhibitor of apoptosis 1	NonDE	protein_coding	
ENSG00000170873	F7/D6	F7/D6_ENSG00000170873	MTSS1	-0.551148574	0.055658354	MTSS I-BAR domain containing 1	NonDE	protein_coding	
ENSG00000170876	F7/D6	F7/D6_ENSG00000170876	TMEM43	-0.197172231	0.000590029	transmembrane protein 43	NonDE	protein_coding	
ENSG00000170881	F7/D6	F7/D6_ENSG00000170881	RNF139	-0.245245727	0.001654337	ring finger protein 139	NonDE	protein_coding	
ENSG00000170889	F7/D6	F7/D6_ENSG00000170889	RPS9	0.241010956	0.001073133	ribosomal protein S9	NonDE	protein_coding	
ENSG00000170892	F7/D6	F7/D6_ENSG00000170892	TSEN34	-0.158038786	0.11379388	tRNA splicing endonuclease subunit 34	NonDE	protein_coding	
ENSG00000170909	F7/D6	F7/D6_ENSG00000170909	OSCAR	1.041223182	0.063005501	osteoclast associated Ig-like receptor	Upregulate	protein_coding	
ENSG00000170921	F7/D6	F7/D6_ENSG00000170921	TANC2	1.124662294	2.67E-05	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	Upregulate	protein_coding	
ENSG00000170955	F7/D6	F7/D6_ENSG00000170955	CAVIN3	1.09129722	0.001069943	caveolae associated protein 3	Upregulate	protein_coding	
ENSG00000170962	F7/D6	F7/D6_ENSG00000170962	PDGFD	-1.328057392	4.43E-06	platelet derived growth factor D	Downregulate	protein_coding	
ENSG00000170965	F7/D6	F7/D6_ENSG00000170965	PLAC1	-0.64637442	0.002431749	placenta enriched 1	NonDE	protein_coding	
ENSG00000170989	F7/D6	F7/D6_ENSG00000170989	S1PR1	0.68951706	5.71E-06	sphingosine-1-phosphate receptor 1	NonDE	protein_coding	
ENSG00000171033	F7/D6	F7/D6_ENSG00000171033	PKIA	0.19963258	0.074534483	cAMP-dependent protein kinase inhibitor alpha	NonDE	protein_coding	
ENSG00000171045	F7/D6	F7/D6_ENSG00000171045	TSNARE1	0.46934374	0.000283886	t-SNARE domain containing 1	NonDE	protein_coding	
ENSG00000171067	F7/D6	F7/D6_ENSG00000171067	C11orf24	-0.047403426	0.104377451	chromosome 11 open reading frame 24	NonDE	protein_coding	
ENSG00000171084	F7/D6	F7/D6_ENSG00000171084	FAM86JP	0.820623024	0.015797667	family with sequence similarity 86 member J, pseudogene	NonDE	transcribed_unprocessed_pseudogene	
ENSG00000171100	F7/D6	F7/D6_ENSG00000171100	MTM1	-0.155622024	0.046342814	myotubularin 1	NonDE	protein_coding	
ENSG00000171105	F7/D6	F7/D6_ENSG00000171105	INSR	0.217986817	0.000589731	insulin receptor	NonDE	protein_coding	
ENSG00000171109	F7/D6	F7/D6_ENSG00000171109	MFN1	0.099061986	0.042219576	mitofusin 1	NonDE	protein_coding	
ENSG00000171115	F7/D6	F7/D6_ENSG00000171115	GIMAP8	-0.845376379	2.09E-05	GTPase, IMAP family member 8	NonDE	protein_coding	
ENSG00000171121	F7/D6	F7/D6_ENSG00000171121	KCNMB3	-0.507666018	0.001432975	potassium calcium-activated channel subfamily M regulatory beta subunit 3	NonDE	protein_coding	
ENSG00000171130	F7/D6	F7/D6_ENSG00000171130	ATP6V0E2	0.33712984	0.193258903	ATPase H+ transporting V0 subunit e2	NonDE	protein_coding	
ENSG00000171132	F7/D6	F7/D6_ENSG00000171132	PRKCE	-0.262326555	0.001886472	protein kinase C epsilon	NonDE	protein_coding	
ENSG00000171135	F7/D6	F7/D6_ENSG00000171135	JAGN1	-0.169823548	0.016719331	jagunal homolog 1	NonDE	protein_coding	
ENSG00000171155	F7/D6	F7/D6_ENSG00000171155	C1GALT1C1	-0.088769585	0.029309241	C1GALT1 specific chaperone 1	NonDE	protein_coding	
ENSG00000171160	F7/D6	F7/D6_ENSG00000171160	MORN4	0.570359337	6.60E-05	MORN repeat containing 4	NonDE	protein_coding	
ENSG00000171161	F7/D6	F7/D6_ENSG00000171161	ZNF672	-0.639994233	0.027188222	zinc finger protein 672	NonDE	protein_coding	
ENSG00000171189	F7/D6	F7/D6_ENSG00000171189	GRIK1	-0.299820139	0.020880691	glutamate ionotropic receptor kainate type subunit 1	NonDE	protein_coding	
ENSG00000171204	F7/D6	F7/D6_ENSG00000171204	TMEM126B	-0.132367351	0.059136166	transmembrane protein 126B	NonDE	protein_coding	
ENSG00000171206	F7/D6	F7/D6_ENSG00000171206	TRIM8	-0.113138438	0.291094483	tripartite motif containing 8	NonDE	protein_coding	
ENSG00000171246	F7/D6	F7/D6_ENSG00000171246	NPTX1	-1.101059083	0.021106562	neuronal pentraxin 1	Downregulate	protein_coding	
ENSG00000171262	F7/D6	F7/D6_ENSG00000171262	FAM98B	0.327382327	0.000501352	family with sequence similarity 98 member B	NonDE	protein_coding	
ENSG00000171291	F7/D6	F7/D6_ENSG00000171291	ZNF439	-0.332827966	0.241257473	zinc finger protein 439	NonDE	protein_coding	
ENSG00000171298	F7/D6	F7/D6_ENSG00000171298	GAA	0.220222153	0.010309654	alpha glucosidase	NonDE	protein_coding	
ENSG00000171307	F7/D6	F7/D6_ENSG00000171307	ZDHHC16	-0.238564241	0.00784306	zinc finger DHHC-type palmitoyltransferase 16	NonDE	protein_coding	
ENSG00000171316	F7/D6	F7/D6_ENSG00000171316	CHD7	-0.295996767	0.000898354	chromodomain helicase DNA binding protein 7	NonDE	protein_coding	
ENSG00000171368	F7/D6	F7/D6_ENSG00000171368	TPPP	0.445646196	0.010538948	tubulin polymerization promoting protein	NonDE	protein_coding	
ENSG00000171444	F7/D6	F7/D6_ENSG00000171444	MCC	-1.173057713	9.06E-06	MCC regulator of WNT signaling pathway	Downregulate	protein_coding	
ENSG00000171448	F7/D6	F7/D6_ENSG00000171448	ZBTB26	0.121438594	0.032456024	zinc finger and BTB domain containing 26	NonDE	protein_coding	
ENSG00000171453	F7/D6	F7/D6_ENSG00000171453	POLR1C	-0.096572688	0.166833931	RNA polymerase I and III subunit C	NonDE	protein_coding	
ENSG00000171466	F7/D6	F7/D6_ENSG00000171466	ZNF562	-0.13275549	0.034541264	zinc finger protein 562	NonDE	protein_coding	
ENSG00000171467	F7/D6	F7/D6_ENSG00000171467	ZNF318	-0.120284523	0.001616679	zinc finger protein 318	NonDE	protein_coding	
ENSG00000171469	F7/D6	F7/D6_ENSG00000171469	ZNF561	-0.183690092	0.008227924	zinc finger protein 561	NonDE	protein_coding	
ENSG00000171475	F7/D6	F7/D6_ENSG00000171475	WIPF2	-0.134715356	0.113931939	WAS/WASL interacting protein family member 2	NonDE	protein_coding	
ENSG00000171490	F7/D6	F7/D6_ENSG00000171490	RSL1D1	0.045294976	0.232870504	ribosomal L1 domain containing 1	NonDE	protein_coding	
ENSG00000171492	F7/D6	F7/D6_ENSG00000171492	LRRC8D	-0.296210528	0.001994514	leucine rich repeat containing 8 VRAC subunit D	NonDE	protein_coding	
ENSG00000171497	F7/D6	F7/D6_ENSG00000171497	PPID	-0.23752306	0.002871045	peptidylprolyl isomerase D	NonDE	protein_coding	
ENSG00000171517	F7/D6	F7/D6_ENSG00000171517	LPAR3	-1.990260674	1.92E-05	lysophosphatidic acid receptor 3	Downregulate	protein_coding	
ENSG00000171522	F7/D6	F7/D6_ENSG00000171522	PTGER4	-0.616759094	0.032422043	prostaglandin E receptor 4	NonDE	protein_coding	
ENSG00000171533	F7/D6	F7/D6_ENSG00000171533	MAP6	-0.790761519	0.094133769	microtubule associated protein 6	Downregulate	protein_coding	
ENSG00000171552	F7/D6	F7/D6_ENSG00000171552	BCL2L1	0.230329399	0.002137753	BCL2 like 1	NonDE	protein_coding	
ENSG00000171566	F7/D6	F7/D6_ENSG00000171566	PLRG1	-0.061922809	0.259491142	pleiotropic regulator 1	NonDE	protein_coding	
ENSG00000171574	F7/D6	F7/D6_ENSG00000171574	ZNF584	0.333885379	0.150120465	zinc finger protein 584	NonDE	protein_coding	
ENSG00000171595	F7/D6	F7/D6_ENSG00000171595	DNAI2	1.281772561	0.005461293	dynein axonemal intermediate chain 2	Upregulate	protein_coding	
ENSG00000171603	F7/D6	F7/D6_ENSG00000171603	CLSTN1	-0.26356147	0.000570994	calsyntenin 1	NonDE	protein_coding	
ENSG00000171604	F7/D6	F7/D6_ENSG00000171604	CXXC5	-0.165679819	0.028735037	CXXC finger protein 5	NonDE	protein_coding	
