ID	Gene Name	Sample_A_1	Sample_A_2	Sample_A_3	Sample_A_4	Sample_A_Mean	Sample_B_1	Sample_B_2	Sample_B_3	Sample_B_4	Sample_B_Mean	log2FC	DEG	t-test p value	transcript	ensembl_id	entrez_id	symbol	biotype_ensembl	description	alias
607	MMD	0.67686956	0.67046992	0.68698505	0.65566769	0.672498055	0.47595832	0.47175373	0.49285269	0.47092692	0.477872915	0.492903095	NonDE	0.0000004	NM_012329	ENSG00000108960	23531	MMD	protein_coding	monocyte to macrophage differentiation associated	MMA,PAQR11|-|MMA, PAQR11|MMA,MMD1,PAQR11|MMD|MMA,MMD1,PAQR11
609	PSD4	0.05913327	0.06032194	0.06184738	0.0621301	0.060858173	0.00800699	0.00868895	0.00973281	0.00898851	0.008854315	2.780998407	Upregulate	7.96E-10	NM_012455	ENSG00000125637	23550	PSD4	protein_coding	pleckstrin and Sec7 domain containing 4	TIC,EFA6B|-|TIC, EFA6B|EFA6B,TIC|PSD4|EFA6B,TIC
610	MRPL13	0.46182882	0.48376733	0.47520492	0.49875252	0.479888398	0.1365679	0.13682235	0.13841838	0.14121602	0.138256163	1.795355145	Upregulate	0.000019	NM_014078	ENSG00000172172	28998	MRPL13	protein_coding	mitochondrial ribosomal protein L13	L13,RPL13,L13mt,RPML13,L13A|-|L13, RPL13, L13mt, RPML13, L13A|L13,L13A,L13mt,RPL13,RPML13|MRPL13|L13,L13A,L13mt,RPL13,RPML13
611	ORC6L	0.24328665	0.23590737	0.23805927	0.24416898	0.240355568	0.02385039	0.0231202	0.02371791	0.02322106	0.02347739	3.355826285	Upregulate	0.00000147	NM_014321	ENSG00000091651	23594	ORC6	protein_coding	origin recognition complex subunit 6	ORC6L|ORC6L|-|ORC6L|ORC6|ORC6L
612	RAB30	0.23343392	0.22793463	0.23013958	0.22610562	0.229403438	0.47168326	0.46973087	0.4838389	0.47382448	0.474769378	-1.049339875	Downregulate	5.77E-10	NM_014488	ENSG00000137502	27314	RAB30	protein_coding	RAB30, member RAS oncogene family	-|-|-|-|RAB30|
613	RB1CC1	0.20230398	0.20417404	0.20754601	0.20780315	0.205456795	0.38081979	0.39046634	0.36839789	0.38714425	0.381707068	-0.893630854	NonDE	3.67E-08	NM_014781	ENSG00000023287	9821	RB1CC1	protein_coding	RB1 inducible coiled-coil 1	KIAA0203,Cc1,DRAGOU14,FIP200,ATG17,PPP1R131|-|KIAA0203, Cc1, DRAGOU14, FIP200, ATG17, PPP1R131|ATG17,CC1,FIP200,PPP1R131|RB1CC1|ATG17,CC1,FIP200,PPP1R131
614	RNF10	0.89953065	0.90198228	0.90576727	0.95017751	0.914364428	0.97218022	0.98158847	0.97390887	0.97985504	0.97688315	-0.095416726	NonDE	0.012180099	NM_014868	ENSG00000022840	9921	RNF10	protein_coding	ring finger protein 10	KIAA0262,RIE2|-|KIAA0262, RIE2|RIE2|RNF10|RIE2
615	POLR1D	0.12327529	0.1158929	0.12952675	0.12036684	0.122265445	0.04183471	0.04085937	0.04108953	0.04081423	0.04114946	1.571071319	Upregulate	0.0000877	NM_015972	ENSG00000186184	51082	POLR1D	protein_coding	RNA polymerase I and III subunit D	RPAC2,RPA16,RPO1-3,RPA9,MGC9850,AC19|-|RPAC2, RPA16, RPO1-3, RPA9, MGC9850, AC19|AC19,POLR1C,RPA16,RPA9,RPAC2,RPC16,RPO1-3,TCS2|POLR1D|AC19,POLR1C,RPA16,RPA9,RPAC2,RPC16,RPO1-3,TCS2
617	PRRX2	0.24766611	0.24154972	0.22768969	0.2303024	0.23680198	0.0050951	0.0069992	0.00366431	0.00415486	0.004978368	5.571864601	Upregulate	0.0000124	NM_016307	ENSG00000167157	51450	PRRX2	protein_coding	paired related homeobox 2	PRX2,PMX2|-|PRX2, PMX2|PMX2,PRX2|PRRX2|PMX2,PRX2
618	DTL	0.62504366	0.63448791	0.62934918	0.63203773	0.63022962	0.00136387	0.0013746	0.00101436	0.00111417	0.00121675	9.016700976	Upregulate	6.94E-08	NM_016448	ENSG00000143476	51514	DTL	protein_coding	denticleless E3 ubiquitin protein ligase homolog	RAMP,L2DTL,DCAF2,CDT2|-|RAMP, L2DTL, DCAF2, CDT2|CDT2,DCAF2,L2DTL,RAMP|DTL|CDT2,DCAF2,L2DTL,RAMP
619	MASK	0.36507071	0.36827238	0.37674639	0.36070981	0.367699823	0.03555429	0.02985353	0.03102249	0.03333323	0.032440885	3.502643398	Upregulate	1.07E-10	NM_016542	ENSG00000134602	51765	STK26	protein_coding	serine/threonine kinase 26	MST4,MASK|-|MST4, MASK|MASK,MST4|STK26|MASK,MST4
620	NUDT11	0.04738524	0.04876405	0.04888499	0.04571043	0.047686178	0.13705574	0.13069491	0.12408569	0.12846143	0.130074443	-1.447694477	Downregulate	0.000000102	NM_018159	ENSG00000196368	55190	NUDT11	protein_coding	nudix hydrolase 11	DIPP3b,FLJ10628,hDIPP3beta|-|DIPP3b, FLJ10628, hDIPP3beta|APS1,ASP1,DIPP3b,DIPP3beta,hDIPP3beta|NUDT11|APS1,ASP1,DIPP3b,DIPP3beta,hDIPP3beta
622	RSAD1	0.12219448	0.11715729	0.12574627	0.12084775	0.121486448	0.12008038	0.11408684	0.12053949	0.11101774	0.116431113	0.061318758	NonDE	0.134863964	NM_018346	ENSG00000136444	55316	RSAD1	protein_coding	radical S-adenosyl methionine domain containing 1	FLJ11164,HemW|-|FLJ11164, HemW|HemW|RSAD1|HemW
623	C1orf103	0.09165182	0.09373782	0.09671159	0.09455418	0.094163853	0.02181491	0.02288544	0.02253013	0.02067675	0.021976808	2.09919152	Upregulate	1.12E-09	NM_018372	ENSG00000121931	55791	LRIF1	protein_coding	ligand dependent nuclear receptor interacting factor 1	C1orf103,RIF1C1orf103,FLJ11269|C1orf103|RIF1, FLJ11269|C1orf103,FSHD3,HBiX1,RIF1|LRIF1|C1orf103,FSHD3,HBiX1,RIF1
625	POLR1B	0.1507232	0.14880282	0.14357091	0.13876642	0.145465838	0.04367577	0.04305395	0.0424695	0.04107605	0.042568818	1.772811458	Upregulate	0.0000213	NM_019014	ENSG00000125630	84172	POLR1B	protein_coding	RNA polymerase I subunit B	Rpo1-2,FLJ21921,FLJ10816,RPA2,RPA135|-|Rpo1-2, FLJ21921, FLJ10816, RPA2, RPA135|A135,RPA135,RPA2,Rpo1-2,TCS4|POLR1B|A135,RPA135,RPA2,Rpo1-2,TCS4
626	NS3TP1	0.24776966	0.2504016	0.24705364	0.24331776	0.247135665	0.31455662	0.31702703	0.31267999	0.31284448	0.31427703	-0.346733606	NonDE	2.29E-08	NM_019048	ENSG00000138381	54529	ASNSD1	protein_coding	asparagine synthetase domain containing 1	NS3TP1,FLJ20752,NBLA00058|-|NS3TP1, FLJ20752, NBLA00058|NBLA00058,NS3TP1|ASNSD1|NBLA00058,NS3TP1
627	PELI1	0.15958192	0.16466581	0.16399455	0.17057348	0.16470394	0.32250937	0.31496052	0.32190213	0.32278269	0.320538678	-0.960623382	NonDE	2.97E-09	NM_020651	ENSG00000197329	57162	PELI1	protein_coding	pellino E3 ubiquitin protein ligase 1	-|-|-|-|PELI1|
628	NDUFV3	0.33168838	0.34080575	0.3631898	0.35756897	0.348313225	0.29922327	0.33634838	0.32453231	0.32802891	0.322033218	0.113175742	NonDE	0.051380327	NM_001001503	ENSG00000160194	4731	NDUFV3	protein_coding	NADH:ubiquinone oxidoreductase subunit V3	CI-10k|-|CI-10k|CI-10k,CI-9KD|NDUFV3|CI-10k,CI-9KD
629	NGB	0.00079446	0.00078954	0.00099155	0.00077161	0.00083679	0.08339395	0.0830789	0.08578607	0.08940877	0.085416923	-6.673512499	Downregulate	0.0000111	NM_021257	ENSG00000165553	58157	NGB	protein_coding	neuroglobin	-|-|-|-|NGB|
630	MRPL46	0.35261991	0.35789009	0.35212753	0.35253659	0.35379353	0.29755876	0.30572754	0.30920932	0.29804688	0.302635625	0.225325839	NonDE	0.00000374	NM_022163	ENSG00000259494	26589	MRPL46	protein_coding	mitochondrial ribosomal protein L46	C15orf4,LIECG2C15orf4,P2ECSL|C15orf4|LIECG2, P2ECSL|C15orf4,LIECG2,P2ECSL|MRPL46|C15orf4,LIECG2,P2ECSL
631	RAB38	0.33982812	0.33108718	0.33210843	0.32463587	0.3319149	0.00216362	0.00218441	0.00152295	0.00240178	0.00206819	7.326300856	Upregulate	0.00000172	NM_022337	ENSG00000123892	23682	RAB38	protein_coding	RAB38, member RAS oncogene family	NY-MEL-1|-|NY-MEL-1|NY-MEL-1,rrGTPbp|RAB38|NY-MEL-1,rrGTPbp
632	OSBPL11	0.11757179	0.11476054	0.11470502	0.11437367	0.115352755	0.12225901	0.12822926	0.12231514	0.12095619	0.1234399	-0.097756338	NonDE	0.0040188	NM_022776	ENSG00000144909	114885	OSBPL11	protein_coding	oxysterol binding protein like 11	ORP-11,ORP11,FLJ13012,FLJ13164|-|ORP-11, ORP11, FLJ13012, FLJ13164|ORP-11,ORP11,OSBP12,TCCCIA00292|OSBPL11|ORP-11,ORP11,OSBP12,TCCCIA00292
633	MOSPD3	0.21579192	0.20459485	0.21541851	0.21128675	0.211773008	0.11074306	0.11204572	0.11980333	0.11670646	0.114824643	0.883086424	NonDE	0.000000111	NM_023948	ENSG00000106330	64598	MOSPD3	protein_coding	motile sperm domain containing 3	CDS3,NET30|-|CDS3, NET30|CDS3,NET30|MOSPD3|CDS3,NET30
634	MLPH	1.22292021	1.20538103	1.24767631	1.30100841	1.24424649	0.01068054	0.01140048	0.01100169	0.01260755	0.011422565	6.767241855	Upregulate	0.0000105	NM_024101	ENSG00000115648	79083	MLPH	protein_coding	melanophilin	l1Rk3,l(1)-3Rk,Slac-2a,ln,exophilin-3|-|l1Rk3, l(1)-3Rk, Slac-2a, ln, exophilin-3|SLAC2-A|MLPH|SLAC2-A
635	PSTPIP2	0.03437935	0.03674654	0.03504428	0.03682316	0.035748333	0.00428689	0.00496576	0.0049302	0.00528933	0.004868045	2.876461539	Upregulate	5.76E-09	NM_024430	ENSG00000152229	9050	PSTPIP2	protein_coding	proline-serine-threonine phosphatase interacting protein 2	-|-|-|MAYP|PSTPIP2|MAYP
636	PRKRIP1	0.47609551	0.49498249	0.49059809	0.48877027	0.48761159	0.50510096	0.49551153	0.51140007	0.49819142	0.502550995	-0.04353758	NonDE	0.032682849	NM_024653	ENSG00000128563	79706	PRKRIP1	protein_coding	PRKR interacting protein 1	C114,FLJ13902,KRBOX3|-|C114, FLJ13902, KRBOX3|C114,KRBOX3|PRKRIP1|C114,KRBOX3
637	NIP30	0.16028515	0.16402769	0.16499329	0.16239444	0.162925143	0.20416069	0.20819644	0.20883567	0.21290332	0.20852403	-0.356004391	NonDE	0.000000564	NM_024946	ENSG00000172775	80011	PSME3IP1	protein_coding	proteasome activator subunit 3 interacting protein 1	C16orf94,NIP30FAM192A,NIP30C16orf94,PIP30FAM192A,PIP30|C16orf94, FAM192A|NIP30, PIP30|C16orf94,CDA018,CDA10,FAM192A,NIP30,PIP30|PSME3IP1|C16orf94,CDA018,CDA10,FAM192A,NIP30,PIP30
638	RUFY1	0.16686523	0.15861312	0.16503761	0.15338344	0.16097485	0.11686895	0.11703093	0.11345463	0.11800074	0.116338813	0.468502822	NonDE	0.00000916	NM_025158	ENSG00000176783	80230	RUFY1	protein_coding	RUN and FYVE domain containing 1	FLJ22251,ZFYVE12,RABIP4|-|FLJ22251, ZFYVE12, RABIP4|RABIP4,ZFYVE12|RUFY1|RABIP4,ZFYVE12
639	PUS3	0.05160948	0.05287805	0.05565886	0.05426706	0.053603363	0.0265376	0.02482088	0.02570965	0.02722328	0.026072853	1.039775073	Upregulate	0.000000168	NM_031307	ENSG00000110060	83480	PUS3	protein_coding	pseudouridine synthase 3	FKSG32,DEG1|-|FKSG32, DEG1|2610020J05Rik,DEG1,FKSG32,MRT55,NEDMIGS|PUS3|2610020J05Rik,DEG1,FKSG32,MRT55,NEDMIGS
640	POU6F2	0.01884722	0.01907107	0.01990863	0.01793035	0.018939318	0.03728987	0.0416119	0.04045064	0.04376423	0.04077916	-1.106447715	Downregulate	0.00000459	NM_007252	ENSG00000106536	11281	POU6F2	protein_coding	POU class 6 homeobox 2	RPF-1|-|RPF-1|RPF-1,WT5,WTSL|POU6F2|RPF-1,WT5,WTSL
641	PPARG	0.13692548	0.13538722	0.14204378	0.13180575	0.136540558	0.04209899	0.03783634	0.04274032	0.04033017	0.040751455	1.744406072	Upregulate	1.62E-08	NM_138711	ENSG00000132170	5468	PPARG	protein_coding	peroxisome proliferator activated receptor gamma	PPARG1,PPARG2,NR1C3,PPARgamma|-|PPARG1, PPARG2, NR1C3, PPARgamma|CIMT1,GLM1,NR1C3,PPARG1,PPARG2,PPARG5,PPARgamma|PPARG|CIMT1,GLM1,NR1C3,PPARG1,PPARG2,PPARG5,PPARgamma
642	RRAGB	0.12195454	0.12987291	0.12278203	0.11975046	0.123589985	0.29286189	0.29363112	0.27890455	0.26667174	0.283017325	-1.19532853	Downregulate	0.000000387	NM_016656	ENSG00000083750	10325	RRAGB	protein_coding	Ras related GTP binding B	-|-|-|RAGB,bA465E19.1|RRAGB|bA465E19.1,RAGB
643	NCK1	0.22261131	0.22102492	0.22945667	0.22564802	0.22468523	0.12708343	0.13373819	0.12851542	0.12711729	0.129113583	0.799264513	NonDE	1.83E-08	NM_006153	ENSG00000158092	4690	NCK1	protein_coding	NCK adaptor protein 1	NCK,NCKalpha|NCK|NCKalpha|NCK,NCKalpha,nck-1|NCK1|NCK,nck-1,NCKalpha
644	REV1L	0.10277525	0.09502456	0.10316675	0.10011091	0.100269368	0.20028956	0.17810659	0.19659401	0.19343126	0.192105355	-0.938016808	NonDE	0.00000217	NM_016316	ENSG00000135945	51455	REV1	protein_coding	REV1 DNA directed polymerase	REV1L|REV1L|-|AIBP80,REV1L|REV1|AIBP80,REV1L
645	MS4A4A	0.00635483	0.00686246	0.00701611	0.00724041	0.006868453	0.00451891	0.00496862	0.00515957	0.00543758	0.00502117	0.451961518	NonDE	0.000474522	NM_024021	ENSG00000110079	51338	MS4A4A	protein_coding	membrane spanning 4-domains A4A	MS4A4,CD20L1MS4A4,MS4A7|MS4A4|CD20L1, MS4A7|4SPAN1,CD20-L1,CD20L1,HDCME31P,MS4A4,MS4A7|MS4A4A|4SPAN1,CD20-L1,CD20L1,HDCME31P,MS4A4,MS4A7
648	P2RY5	0.11253577	0.11417649	0.11275434	0.11049104	0.11248941	0.05140763	0.05139193	0.05108226	0.04918179	0.050765903	1.147857465	Upregulate	7.75E-10	NM_005767	ENSG00000139679	10161	LPAR6	protein_coding	lysophosphatidic acid receptor 6	P2RY5,P2Y5|P2RY5|P2Y5|ARWH1,HYPT8,LAH3,LPA-6,P2RY5,P2Y5|LPAR6|ARWH1,HYPT8,LAH3,LPA-6,P2RY5,P2Y5
649	PAICS	1.802429	1.77848828	1.8744683	1.82891223	1.821074453	0.25750485	0.25122124	0.27634813	0.26234075	0.261853743	2.797956777	Upregulate	4.31E-10	NM_006452	ENSG00000128050	10606	PAICS	protein_coding	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	PAIS,ADE2H1PAIS,AIRC|PAIS|ADE2H1, AIRC|ADE2,ADE2H1,AIRC,PAICSD,PAIS|PAICS|ADE2,ADE2H1,AIRC,PAIS
650	OR1F1	0.0039456	0.00390435	0.00368555	0.00375036	0.003821465	0.01245879	0.01249798	0.01184291	0.01092068	0.01193009	-1.642407205	Downregulate	0.000148704	NM_012360	ENSG00000168124	4992	OR1F1	protein_coding	olfactory receptor family 1 subfamily F member 1	OR1F4,OlfmfOR1F6,OlfmfOR1F7,OlfmfOR1F8,OlfmfOR1F9,OlfmfOR1F5,OlfmfOR1F10,OlfmfOR1F13P,OlfmfOR1F4,OR16-36OR1F6,OR16-36OR1F7,OR16-36OR1F8,OR16-36OR1F9,OR16-36OR1F5,OR16-36OR1F10,OR16-36OR1F13P,OR16-36OR1F4,OR16-37OR1F6,OR16-37OR1F7,OR16-37OR1F8,OR16-37OR1F9,OR16-37OR1F5,OR16-37OR1F10,OR16-37OR1F13P,OR16-37OR1F4,OR16-88OR1F6,OR16-88OR1F7,OR16-88OR1F8,OR16-88OR1F9,OR16-88OR1F5,OR16-88OR1F10,OR16-88OR1F13P,OR16-88OR1F4,OR16-89OR1F6,OR16-89OR1F7,OR16-89OR1F8,OR16-89OR1F9,OR16-89OR1F5,OR16-89OR1F10,OR16-89OR1F13P,OR16-89OR1F4,OR16-90OR1F6,OR16-90OR1F7,OR16-90OR1F8,OR16-90OR1F9,OR16-90OR1F5,OR16-90OR1F10,OR16-90OR1F13P,OR16-90OR1F4,OLFMFOR1F6,OLFMFOR1F7,OLFMFOR1F8,OLFMFOR1F9,OLFMFOR1F5,OLFMFOR1F10,OLFMFOR1F13P,OLFMFOR1F4,OR3-145OR1F6,OR3-145OR1F7,OR3-145OR1F8,OR3-145OR1F9,OR3-145OR1F5,OR3-145OR1F10,OR3-145OR1F13P,OR3-145|OR1F4, OR1F6, OR1F7, OR1F8, OR1F9, OR1F5, OR1F10, OR1F13P|Olfmf, OR16-36, OR16-37, OR16-88, OR16-89, OR16-90, OLFMF, OR3-145|OLFMF,OR16-36,OR16-37,OR16-88,OR16-89,OR16-90,OR1F10,OR1F13P,OR1F4,OR1F5,OR1F6,OR1F7,OR1F8,OR1F9,OR3-145,ORL1023|OR1F1|OLFMF,OR16-36,OR16-37,OR16-88,OR16-89,OR16-90,OR1F10,OR1F13P,OR1F4,OR1F5,OR1F6,OR1F7,OR1F8,OR1F9,OR3-145,ORL1023
651	PURG	0.02442701	0.02510866	0.02641171	0.02600068	0.025487015	0.20767259	0.22013125	0.21855731	0.21863545	0.21624915	-3.08486014	Downregulate	0.00000493	NM_001015508	ENSG00000172733	29942	PURG	protein_coding	purine rich element binding protein G	PURG-A,PURG-B|-|PURG-A, PURG-B|PURG-A,PURG-B,PURGA,PURGB|PURG|PURG-A,PURG-B,PURGA,PURGB
652	PNMA3	0.01314619	0.01298748	0.01407549	0.013671	0.01347004	0.32828627	0.32145182	0.33216317	0.33969747	0.330399683	-4.61638626	Downregulate	0.00000352	NM_013364	ENSG00000183837	29944	PNMA3	protein_coding	PNMA family member 3	MA5,MA3,MGC132756,MGC132758|-|MA5, MA3, MGC132756, MGC132758|MA3,MA5|PNMA3|MA3,MA5
653	RAPGEFL1	0.11006533	0.10549968	0.10853994	0.11078408	0.108722258	0.67825719	0.6685824	0.68907373	0.68810409	0.681004353	-2.647016701	Downregulate	0.000000369	NM_016339	ENSG00000108352	51195	RAPGEFL1	protein_coding	Rap guanine nucleotide exchange factor like 1	Link-GEFII|-|Link-GEFII|Link-GEFII|RAPGEFL1|Link-GEFII
654	RLN3R1	0.00329048	0.00384731	0.0029668	0.00338139	0.003371495	0.00306618	0.00281439	0.00284116	0.00345053	0.003043065	0.147863308	NonDE	0.209848557	NM_016568	ENSG00000182631	51289	RXFP3	protein_coding	relaxin family peptide receptor 3	RLN3R1,SALPRRLN3R1,GPCR135RLN3R1,RXFPR3|RLN3R1|SALPR, GPCR135, RXFPR3|GPCR135,RLN3R1,RXFPR3,SALPR|RXFP3|GPCR135,RLN3R1,RXFPR3,SALPR
655	SALL4	0.14874076	0.14563419	0.13139798	0.13967915	0.14136302	0.00175089	0.00163677	0.00188115	0.00184607	0.00177872	6.312421532	Upregulate	0.0000448	NM_020436	ENSG00000101115	57167	SALL4	protein_coding	spalt like transcription factor 4	dJ1112F19.1,ZNF797|-|dJ1112F19.1, ZNF797|DRRS,HSAL4,IVIC,ZNF797|SALL4|DRRS,HSAL4,IVIC,ZNF797
656	NEDD8	2.6230046	2.66241275	2.50875384	2.62589473	2.60501648	2.41651603	2.46925773	2.3479109	2.38941837	2.405775758	0.114790324	NonDE	0.00314721	NM_006156	ENSG00000129559	4738	NEDD8	protein_coding	NEDD8 ubiquitin like modifier	Nedd-8|-|Nedd-8|NEDD-8|NEDD8|NEDD-8
657	PES1	1.61632968	1.63925123	1.64045391	1.57890043	1.618733813	0.7890787	0.78133999	0.8097706	0.78880033	0.792247405	1.030842832	Upregulate	3.08E-09	NM_014303	ENSG00000100029	23481	PES1	protein_coding	pescadillo ribosomal biogenesis factor 1	PES,NOP7|-|PES, NOP7|NOP7,PES|PES1|NOP7,PES
658	MTCBP-1	0.51775028	0.50504633	0.4913287	0.4954909	0.502404053	0.29298493	0.30171051	0.31072119	0.2918479	0.299316133	0.747178062	NonDE	0.000000146	NM_018269	ENSG00000182551	55256	ADI1	protein_coding	acireductone dioxygenase 1	SIPL,MTCBP-1,ARD,APL1,FLJ10913,HMFT1638,mtnD|-|SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD|APL1,ARD,ARD',Fe-ARD,HMFT1638,MTCBP1,Ni-ARD,SIPL,mtnD|ADI1|APL1,ARD,Fe-ARD,HMFT1638,MTCBP1,mtnD,Ni-ARD,SIPL
659	NKG7	0.00184905	0.00127195	0.00184143	0.0016645	0.001656733	0.00667549	0.00659762	0.0055697	0.00651996	0.006340693	-1.936299733	Downregulate	0.00000374	NM_005601	ENSG00000105374	4818	NKG7	protein_coding	natural killer cell granule protein 7	GIG1,GMP-17|-|GIG1, GMP-17|GIG1,GMP-17,p15-TIA-1|NKG7|GIG1,GMP-17,p15-TIA-1
660	RAD21	2.93784243	2.895646	2.90243545	2.9008835	2.909201845	1.81028883	1.7710514	1.74860498	1.71471295	1.76116454	0.724093694	NonDE	3.56E-09	NM_006265	ENSG00000164754	5885	RAD21	protein_coding	RAD21 cohesin complex component	KIAA0078,hHR21,SCC1|-|KIAA0078, hHR21, SCC1|CDLS4,HR21,HRAD21,MCD1,MGS,NXP1,SCC1,hHR21|RAD21|CDLS4,hHR21,HR21,HRAD21,MCD1,MGS,NXP1,SCC1
661	RNUT1	0.21222689	0.21905751	0.20339718	0.20568407	0.210091413	0.1987858	0.19517294	0.19487501	0.19777881	0.19665314	0.095363971	NonDE	0.010378342	NM_005701	ENSG00000169371	10073	SNUPN	protein_coding	snurportin 1	RNUT1,SNURPORTIN-1RNUT1,Snurportin1|RNUT1|SNURPORTIN-1, Snurportin1|KPNBL,RNUT1,Snurportin1|SNUPN|KPNBL,RNUT1,Snurportin1
663	PDIA2	0.07875636	0.07940963	0.07955452	0.08000179	0.079430575	0.52034727	0.49890233	0.51527008	0.48527893	0.504949653	-2.668373195	Downregulate	0.0000144	NM_006849	ENSG00000185615	64714	PDIA2	protein_coding	protein disulfide isomerase family A member 2	PDIP,PDA2PDIP,PDIPDIP,PDIR|PDIP|PDA2, PDI, PDIR|PDA2,PDI,PDIP,PDIR|PDIA2|PDA2,PDI,PDIP,PDIR
665	PPARD	0.65863351	0.64854213	0.64811106	0.63417758	0.64736607	0.74696915	0.76443001	0.74714849	0.72794817	0.746623955	-0.205800045	NonDE	0.0000328	NM_006238	ENSG00000112033	5467	PPARD	protein_coding	peroxisome proliferator activated receptor delta	NUC1,NUCII,FAAR,NR1C2,PPARB|-|NUC1, NUCII, FAAR, NR1C2, PPARB|FAAR,NR1C2,NUC1,NUCI,NUCII,PPARB|PPARD|FAAR,NR1C2,NUC1,NUCI,NUCII,PPARB
666	MPP4	0.01666777	0.02056888	0.01841952	0.01809689	0.018438265	0.01574199	0.01548228	0.01545424	0.01709345	0.01594299	0.209780685	NonDE	0.031623004	NM_033066	ENSG00000082126	58538	MPP4	protein_coding	MAGUK p55 scaffold protein 4	DLG6|DLG6|-|ALS2CR5,DLG6|MPP4|ALS2CR5,DLG6
667	RPP38	0.33138321	0.33900991	0.35608552	0.34432632	0.34270124	0.24673379	0.24356559	0.26514224	0.25731988	0.253190375	0.43672885	NonDE	0.0000162	NM_183005	ENSG00000152464	10557	RPP38	protein_coding	ribonuclease P/MRP subunit p38	-|-|-|-|RPP38|
668	NONO	2.24609698	2.16668095	2.26438719	2.14704909	2.206053553	0.61512723	0.60267692	0.5949672	0.59464535	0.601854175	1.873981933	Upregulate	0.00000809	NM_007363	ENSG00000147140	4841	NONO	protein_coding	non-POU domain containing octamer binding	NRB54,NMT55,P54NRB,P54,PPP1R114|-|NRB54, NMT55, P54NRB, P54, PPP1R114|MRXS34,NMT55,NRB54,P54,P54NRB,PPP1R114|NONO|MRXS34,NMT55,NRB54,P54,P54NRB,PPP1R114
670	PREI3	0.36331573	0.36366503	0.36046887	0.35231408	0.359940928	0.57585467	0.66677228	0.58258658	0.60185854	0.606768018	-0.753384889	NonDE	0.001122773	NM_199482	ENSG00000115540	25843	MOB4	protein_coding	MOB family member 4, phocein	PREI3,MOB3MOBKL3,MOB3PREI3,DKFZP564M112MOBKL3,DKFZP564M112PREI3,CGI-95MOBKL3,CGI-95PREI3,2C4DMOBKL3,2C4DPREI3,PHOCNMOBKL3,PHOCN|PREI3, MOBKL3|MOB3, DKFZP564M112, CGI-95, 2C4D, PHOCN|2C4D,CGI-95,MOB1,MOB3,MOBKL3,PHOCN,PREI3|MOB4|2C4D,CGI-95,MOB1,MOB3,MOBKL3,PHOCN,PREI3
673	HIF1A	3.11517755	3.07307094	3.06996471	3.02247166	3.070171215	1.47403257	1.43849112	1.4600656	1.4346707	1.451814998	1.080461488	Upregulate	3.31E-10	NM_181054	ENSG00000100644	3091	HIF1A	protein_coding	hypoxia inducible factor 1 subunit alpha	MOP1,HIF-1alpha,PASD8,HIF1,bHLHe78|-|MOP1, HIF-1alpha, PASD8, HIF1, bHLHe78|HIF-1-alpha,HIF-1A,HIF-1alpha,HIF1,HIF1-ALPHA,MOP1,PASD8,bHLHe78|HIF1A|bHLHe78,HIF-1-alpha,HIF-1A,HIF-1alpha,HIF1,HIF1-ALPHA,MOP1,PASD8
674	GBAS	0.9085728	0.91058299	0.88991646	0.91348097	0.905638305	0.77314947	0.7675808	0.77652577	0.80820505	0.781365273	0.212937843	NonDE	0.000023	NM_001483	ENSG00000146729	2631	NIPSNAP2	protein_coding	nipsnap homolog 2	GBAS|GBAS|-|GBAS|NIPSNAP2|GBAS
675	INPPL1	0.70392971	0.71197861	0.71811731	0.71209075	0.711529095	0.15176157	0.1451597	0.15030854	0.14262727	0.14746427	2.270557313	Upregulate	4.68E-12	NM_001567	ENSG00000165458	3636	INPPL1	protein_coding	inositol polyphosphate phosphatase like 1	SHIP2|-|SHIP2|OPSMD,SHIP2|INPPL1|OPSMD,SHIP2
676	GFAP	0.21243662	0.20951351	0.21350487	0.21267802	0.212033255	46.30445178	45.86344109	42.31093957	45.60878706	45.02190488	-7.730192735	Downregulate	0.0000187	NM_002055	ENSG00000131095	2670	GFAP	protein_coding	glial fibrillary acidic protein	FLJ45472|-|FLJ45472|ALXDRD|GFAP|ALXDRD
677	GFPT1	1.12670417	1.11232672	1.19488946	1.20890038	1.160705183	0.57036705	0.58202993	0.56128017	0.53828482	0.562990493	1.043819112	Upregulate	0.000000429	NM_002056	ENSG00000198380	2673	GFPT1	protein_coding	glutamine--fructose-6-phosphate transaminase 1	GFPT,GFATGFPT,GFAGFPT,GFAT1|GFPT|GFAT, GFA, GFAT1|CMS12,CMSTA1,GFA,GFAT,GFAT 1,GFAT1,GFAT1m,GFPT,GFPT1L,MSLG|GFPT1|CMS12,CMSTA1,GFA,GFAT,GFAT 1,GFAT1,GFAT1m,GFPT,GFPT1L,MSLG
678	GLP1R	0.00188889	0.00264613	0.00206491	0.00194767	0.0021369	0.00230889	0.00201531	0.00177373	0.00170243	0.00195009	0.131978688	NonDE	0.430787332	NM_002062	ENSG00000112164	2740	GLP1R	protein_coding	glucagon like peptide 1 receptor	GLP-1R|-|GLP-1R|GLP-1,GLP-1-R,GLP-1R|GLP1R|GLP-1,GLP-1-R,GLP-1R
